date,category,product,variant,supplier,unit_price_rm,quantity_sold,total_sales_rm
19/5/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,12,40.8
19/5/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,7,47.6
19/5/2026,Beverages,Pepsi,Pepsi Max,Local Beverage Distributor,3.8,7,26.6
19/5/2026,Beverages,Sprite,Sprite 200ml,Local Beverage Distributor,2,3,6
19/5/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,9,30.6
19/5/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,7,47.6
19/5/2026,Bakery,Bread,White Bread,Gardenia,3.8,14,53.2
19/5/2026,Bakery,Bread,Wholemeal Bread,Local Bakery,4.8,16,76.8
19/5/2026,Bakery,Bread,Multigrain Bread,Sunshine Bakery,5.8,7,40.6
19/5/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,1,2
19/5/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,4,11.2
19/5/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,7,19.6
19/5/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,4,18
19/5/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,3,15.6
19/5/2026,Produce,Apple,Red Apple,Fresh Farms Co.,2.2,6,13.2
19/5/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,5,12
19/5/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,7,22.4
19/5/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,14,25.2
19/5/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,3,7.5
19/5/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,7,33.6
19/5/2026,Produce,Lettuce,Butterhead Lettuce,Local Farm,5.2,8,41.6
19/5/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,6,137.4
19/5/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,3,86.7
19/5/2026,Pantry,Rice,Basmati Rice 5kg,Pantry Supply Co.,34.9,6,209.4
19/5/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,11,60.5
19/5/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,8,41.6
19/5/2026,Pantry,Pasta,Penne,Italian Foods,5.8,5,29
19/5/2026,Pantry,Cereal,Corn Flakes,Kellogg's,11.9,5,59.5
19/5/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,5,69.5
19/5/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,7,111.3
20/5/2026,Dairy,Milk,Full Cream Milk,Fresh Farms Co.,6.5,21,136.5
20/5/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,5,34
20/5/2026,Dairy,Milk,Chocolate Milk,Nestle,7.5,6,45
20/5/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,1,9.9
20/5/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,7,83.3
20/5/2026,Dairy,Cheese,Cheese Slices,Dairy Best,8.9,11,97.9
20/5/2026,Dairy,Yogurt,Plain Yogurt,Dairy Best,3.9,6,23.4
20/5/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,1,4.5
20/5/2026,Dairy,Yogurt,Greek Yogurt,Farmhouse Dairy,6.9,7,48.3
20/5/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,1,2
20/5/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,13,45.5
20/5/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,2,13.8
20/5/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,7,26.6
20/5/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,18,68.4
20/5/2026,Beverages,Pepsi,Pepsi 200ml,PepsiCo,2,7,14
20/5/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,5,17
20/5/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,3,20.4
20/5/2026,Beverages,Pepsi,Pepsi Max,Local Beverage Distributor,3.8,2,7.6
20/5/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,6,12
20/5/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,7,23.8
20/5/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,2,13.6
20/5/2026,Bakery,Bread,White Bread,Gardenia,3.8,10,38
20/5/2026,Bakery,Bread,Wholemeal Bread,Gardenia,4.8,12,57.6
20/5/2026,Bakery,Bread,Multigrain Bread,Sunshine Bakery,5.8,6,34.8
20/5/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,1,2
20/5/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,3,8.4
20/5/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,5,14
20/5/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,8,36
20/5/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,6,31.2
20/5/2026,Produce,Apple,Red Apple,Fresh Farms Co.,2.2,11,24.2
20/5/2026,Produce,Apple,Green Apple,Green Harvest,2.4,7,16.8
20/5/2026,Produce,Apple,Fuji Apple,Fresh Farms Co.,3.2,1,3.2
20/5/2026,Produce,Banana,Cavendish Banana,Fresh Farms Co.,1.8,21,37.8
20/5/2026,Produce,Banana,Mini Banana,Green Harvest,2.5,7,17.5
20/5/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,6,28.8
20/5/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,1,5.2
20/5/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,3,68.7
20/5/2026,Pantry,Rice,Brown Rice 5kg,Pantry Supply Co.,28.9,2,57.8
20/5/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,7,244.3
20/5/2026,Pantry,Pasta,Spaghetti,Pantry Supply Co.,5.5,10,55
20/5/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,3,15.6
20/5/2026,Pantry,Pasta,Penne,Italian Foods,5.8,6,34.8
20/5/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,11,130.9
20/5/2026,Pantry,Cereal,Oat Cereal,Kellogg's,13.9,2,27.8
20/5/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,4,63.6
21/5/2026,Dairy,Milk,Full Cream Milk,Nestle,6.5,15,97.5
21/5/2026,Dairy,Milk,Low Fat Milk,Fresh Farms Co.,6.8,2,13.6
21/5/2026,Dairy,Milk,Chocolate Milk,Nestle,7.5,7,52.5
21/5/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,5,49.5
21/5/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,3,35.7
21/5/2026,Dairy,Cheese,Cheese Slices,Dairy Best,8.9,9,80.1
21/5/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,7,27.3
21/5/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,6,27
21/5/2026,Dairy,Yogurt,Greek Yogurt,Farmhouse Dairy,6.9,5,34.5
21/5/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,3,6
21/5/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,19,66.5
21/5/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,4,27.6
21/5/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,7,26.6
21/5/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,11,41.8
21/5/2026,Beverages,Pepsi,Pepsi 200ml,PepsiCo,2,3,6
21/5/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,10,34
21/5/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,8,54.4
21/5/2026,Beverages,Pepsi,Pepsi Max,Local Beverage Distributor,3.8,7,26.6
21/5/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,5,10
21/5/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,10,34
21/5/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,6,40.8
21/5/2026,Bakery,Bread,White Bread,Sunshine Bakery,3.8,14,53.2
21/5/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,17,81.6
21/5/2026,Bakery,Bread,Multigrain Bread,Gardenia,5.8,4,23.2
21/5/2026,Bakery,Bun,Plain Bun,Local Bakery,2,2,4
21/5/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,3,8.4
21/5/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,3,8.4
21/5/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,1,4.5
21/5/2026,Bakery,Croissant,Chocolate Croissant,Local Bakery,5.2,2,10.4
21/5/2026,Produce,Apple,Red Apple,Green Harvest,2.2,7,15.4
21/5/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,3,7.2
21/5/2026,Produce,Apple,Fuji Apple,Fresh Farms Co.,3.2,6,19.2
21/5/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,10,18
21/5/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,5,12.5
21/5/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,2,9.6
21/5/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,8,41.6
21/5/2026,Pantry,Rice,White Rice 5kg,Pantry Supply Co.,22.9,2,45.8
21/5/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,3,86.7
21/5/2026,Pantry,Rice,Basmati Rice 5kg,Pantry Supply Co.,34.9,5,174.5
21/5/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,10,55
21/5/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,6,31.2
21/5/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,4,23.2
21/5/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,5,59.5
21/5/2026,Pantry,Cereal,Oat Cereal,Kellogg's,13.9,6,83.4
21/5/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,6,95.4
22/5/2026,Dairy,Milk,Full Cream Milk,Nestle,6.5,21,136.5
22/5/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,1,6.8
22/5/2026,Dairy,Milk,Chocolate Milk,Nestle,7.5,3,22.5
22/5/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,1,9.9
22/5/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,8,95.2
22/5/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,10,89
22/5/2026,Dairy,Yogurt,Plain Yogurt,Dairy Best,3.9,2,7.8
22/5/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,5,22.5
22/5/2026,Dairy,Yogurt,Greek Yogurt,Farmhouse Dairy,6.9,7,48.3
22/5/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,7,14
22/5/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,14,49
22/5/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,6,41.4
22/5/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,2,7.6
22/5/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,12,45.6
22/5/2026,Beverages,Pepsi,Pepsi 200ml,PepsiCo,2,5,10
22/5/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,11,37.4
22/5/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,8,54.4
22/5/2026,Beverages,Pepsi,Pepsi Max,Local Beverage Distributor,3.8,6,22.8
22/5/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,1,2
22/5/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,8,27.2
22/5/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,7,47.6
22/5/2026,Bakery,Bread,White Bread,Local Bakery,3.8,10,38
22/5/2026,Bakery,Bread,Wholemeal Bread,Gardenia,4.8,11,52.8
22/5/2026,Bakery,Bread,Multigrain Bread,Sunshine Bakery,5.8,3,17.4
22/5/2026,Bakery,Bun,Plain Bun,Local Bakery,2,6,12
22/5/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,2,5.6
22/5/2026,Bakery,Bun,Red Bean Bun,Local Bakery,2.8,3,8.4
22/5/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,4,18
22/5/2026,Bakery,Croissant,Chocolate Croissant,Local Bakery,5.2,4,20.8
22/5/2026,Produce,Apple,Red Apple,Green Harvest,2.2,11,24.2
22/5/2026,Produce,Apple,Green Apple,Green Harvest,2.4,3,7.2
22/5/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,8,25.6
22/5/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,18,32.4
22/5/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,7,17.5
22/5/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,8,38.4
22/5/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,3,15.6
22/5/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,3,68.7
22/5/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,2,57.8
22/5/2026,Pantry,Rice,Basmati Rice 5kg,Pantry Supply Co.,34.9,4,139.6
22/5/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,7,38.5
22/5/2026,Pantry,Pasta,Macaroni,Pantry Supply Co.,5.2,4,20.8
22/5/2026,Pantry,Pasta,Penne,Italian Foods,5.8,1,5.8
22/5/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,12,142.8
22/5/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,6,83.4
22/5/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,1,15.9
23/5/2026,Dairy,Milk,Full Cream Milk,Fresh Farms Co.,6.5,17,110.5
23/5/2026,Dairy,Milk,Low Fat Milk,Nestle,6.8,5,34
23/5/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,4,30
23/5/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,1,9.9
23/5/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,3,35.7
23/5/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,9,80.1
23/5/2026,Dairy,Yogurt,Plain Yogurt,Dairy Best,3.9,1,3.9
23/5/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,3,13.5
23/5/2026,Dairy,Yogurt,Greek Yogurt,Farmhouse Dairy,6.9,3,20.7
23/5/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,7,14
23/5/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,13,45.5
23/5/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,9,62.1
23/5/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,6,22.8
23/5/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,24,91.2
23/5/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,6,12
23/5/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,15,51
23/5/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,10,68
23/5/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,9,34.2
23/5/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,12,24
23/5/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,14,47.6
23/5/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,10,68
23/5/2026,Bakery,Bread,White Bread,Local Bakery,3.8,14,53.2
23/5/2026,Bakery,Bread,Wholemeal Bread,Local Bakery,4.8,12,57.6
23/5/2026,Bakery,Bread,Multigrain Bread,Gardenia,5.8,5,29
23/5/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,8,16
23/5/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,2,5.6
23/5/2026,Bakery,Bun,Red Bean Bun,Local Bakery,2.8,4,11.2
23/5/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,2,9
23/5/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,3,15.6
23/5/2026,Produce,Apple,Red Apple,Green Harvest,2.2,12,26.4
23/5/2026,Produce,Apple,Green Apple,Green Harvest,2.4,3,7.2
23/5/2026,Produce,Apple,Fuji Apple,Fresh Farms Co.,3.2,3,9.6
23/5/2026,Produce,Banana,Cavendish Banana,Fresh Farms Co.,1.8,20,36
23/5/2026,Produce,Banana,Mini Banana,Green Harvest,2.5,4,10
23/5/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,3,14.4
23/5/2026,Produce,Lettuce,Butterhead Lettuce,Local Farm,5.2,6,31.2
23/5/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,1,22.9
23/5/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,7,202.3
23/5/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,7,244.3
23/5/2026,Pantry,Pasta,Spaghetti,Pantry Supply Co.,5.5,7,38.5
23/5/2026,Pantry,Pasta,Macaroni,Pantry Supply Co.,5.2,5,26
23/5/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,7,40.6
23/5/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,9,107.1
23/5/2026,Pantry,Cereal,Oat Cereal,Kellogg's,13.9,8,111.2
23/5/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,7,111.3
24/5/2026,Dairy,Milk,Full Cream Milk,Nestle,6.5,16,104
24/5/2026,Dairy,Milk,Low Fat Milk,Fresh Farms Co.,6.8,8,54.4
24/5/2026,Dairy,Milk,Chocolate Milk,Nestle,7.5,7,52.5
24/5/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,4,39.6
24/5/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,1,11.9
24/5/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,8,71.2
24/5/2026,Dairy,Yogurt,Plain Yogurt,Dairy Best,3.9,6,23.4
24/5/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,3,13.5
24/5/2026,Dairy,Yogurt,Greek Yogurt,Farmhouse Dairy,6.9,5,34.5
24/5/2026,Beverages,Coke,Coke 200ml,Coca-Cola,2,13,26
24/5/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,25,87.5
24/5/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,7,48.3
24/5/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,10,38
24/5/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,25,95
24/5/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,10,20
24/5/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,15,51
24/5/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,6,40.8
24/5/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,11,41.8
24/5/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,8,16
24/5/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,8,27.2
24/5/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,9,61.2
24/5/2026,Bakery,Bread,White Bread,Sunshine Bakery,3.8,20,76
24/5/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,13,62.4
24/5/2026,Bakery,Bread,Multigrain Bread,Sunshine Bakery,5.8,8,46.4
24/5/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,3,6
24/5/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,1,2.8
24/5/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,4,11.2
24/5/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,7,31.5
24/5/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,6,31.2
24/5/2026,Produce,Apple,Red Apple,Green Harvest,2.2,10,22
24/5/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,6,14.4
24/5/2026,Produce,Apple,Fuji Apple,Fresh Farms Co.,3.2,3,9.6
24/5/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,10,18
24/5/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,3,7.5
24/5/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,5,24
24/5/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,1,5.2
24/5/2026,Pantry,Rice,White Rice 5kg,Pantry Supply Co.,22.9,2,45.8
24/5/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,3,86.7
24/5/2026,Pantry,Rice,Basmati Rice 5kg,Pantry Supply Co.,34.9,5,174.5
24/5/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,6,33
24/5/2026,Pantry,Pasta,Macaroni,Pantry Supply Co.,5.2,1,5.2
24/5/2026,Pantry,Pasta,Penne,Italian Foods,5.8,8,46.4
24/5/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,11,130.9
24/5/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,8,111.2
24/5/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,2,31.8
25/5/2026,Dairy,Milk,Full Cream Milk,Farmhouse Dairy,6.5,15,97.5
25/5/2026,Dairy,Milk,Low Fat Milk,Fresh Farms Co.,6.8,5,34
25/5/2026,Dairy,Milk,Chocolate Milk,Nestle,7.5,8,60
25/5/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,6,59.4
25/5/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,1,11.9
25/5/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,6,53.4
25/5/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,8,31.2
25/5/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,1,4.5
25/5/2026,Dairy,Yogurt,Greek Yogurt,Farmhouse Dairy,6.9,2,13.8
25/5/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,1,2
25/5/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,17,59.5
25/5/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,3,20.7
25/5/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,3,11.4
25/5/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,10,38
25/5/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,7,14
25/5/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,8,27.2
25/5/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,8,54.4
25/5/2026,Beverages,Pepsi,Pepsi Max,Local Beverage Distributor,3.8,6,22.8
25/5/2026,Beverages,Sprite,Sprite 200ml,Local Beverage Distributor,2,3,6
25/5/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,7,23.8
25/5/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,7,47.6
25/5/2026,Bakery,Bread,White Bread,Local Bakery,3.8,20,76
25/5/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,20,96
25/5/2026,Bakery,Bread,Multigrain Bread,Gardenia,5.8,7,40.6
25/5/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,7,14
25/5/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,3,8.4
25/5/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,1,2.8
25/5/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,6,27
25/5/2026,Bakery,Croissant,Chocolate Croissant,Local Bakery,5.2,8,41.6
25/5/2026,Produce,Apple,Red Apple,Fresh Farms Co.,2.2,12,26.4
25/5/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,3,7.2
25/5/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,6,19.2
25/5/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,12,21.6
25/5/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,2,5
25/5/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,5,24
25/5/2026,Produce,Lettuce,Butterhead Lettuce,Local Farm,5.2,1,5.2
25/5/2026,Pantry,Rice,White Rice 5kg,Pantry Supply Co.,22.9,8,183.2
25/5/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,4,115.6
25/5/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,4,139.6
25/5/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,8,44
25/5/2026,Pantry,Pasta,Macaroni,Pantry Supply Co.,5.2,3,15.6
25/5/2026,Pantry,Pasta,Penne,Italian Foods,5.8,8,46.4
25/5/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,11,130.9
25/5/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,3,41.7
25/5/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,5,79.5
26/5/2026,Dairy,Milk,Full Cream Milk,Fresh Farms Co.,6.5,19,123.5
26/5/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,3,20.4
26/5/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,7,52.5
26/5/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,6,59.4
26/5/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,1,11.9
26/5/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,5,44.5
26/5/2026,Dairy,Yogurt,Plain Yogurt,Dairy Best,3.9,2,7.8
26/5/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,3,13.5
26/5/2026,Dairy,Yogurt,Greek Yogurt,Farmhouse Dairy,6.9,1,6.9
26/5/2026,Beverages,Coke,Coke 200ml,Coca-Cola,2,2,4
26/5/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,10,35
26/5/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,4,27.6
26/5/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,7,26.6
26/5/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,13,49.4
26/5/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,7,14
26/5/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,8,27.2
26/5/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,6,40.8
26/5/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,7,26.6
26/5/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,8,16
26/5/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,5,17
26/5/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,6,40.8
26/5/2026,Bakery,Bread,White Bread,Local Bakery,3.8,15,57
26/5/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,19,91.2
